food,water_in_liter,electric_in_kwh,internet_in_gb,cloth_wash_in_kg,cost_rupiah
Ketoprak,2.40,11.50,0.20,1.20,37450.0
Siomay,2.40,11.50,0.20,1.20,33950.0
Nasi Goreng,2.60,11.50,0.20,1.20,40150.0
Indomie,2.60,11.50,0.20,1.20,27150.0
Bakso ayam,2.60,11.50,0.20,1.20,37150.0
Sate,2.60,11.50,0.20,1.20,41150.0
Rendang,2.60,11.50,0.20,1.20,50150.0
Sayur lodeh,2.60,11.50,0.20,1.20,39150.0
Gado Gado,2.60,11.50,0.20,1.20,38150.0
Rawon,2.60,11.50,0.20,1.20,45150.0
Ketoprak,2.60,11.50,0.20,1.20,37650.0
Siomay,2.60,11.50,0.20,1.20,34150.0
Nasi Goreng,0.80,13.00,0.20,1.20,39700.0
Indomie,0.80,13.00,0.20,1.20,26700.0
Bakso ayam,0.80,13.00,0.20,1.20,36700.0
Sate,0.80,13.00,0.20,1.20,40700.0
Rendang,0.80,13.00,0.20,1.20,49700.0
Sayur lodeh,0.80,13.00,0.20,1.20,38700.0
Gado Gado,0.80,13.00,0.20,1.20,37700.0
Rawon,0.80,13.00,0.20,1.20,44700.0
Ketoprak,0.80,13.00,0.20,1.20,37200.0
Siomay,0.80,13.00,0.20,1.20,33700.0
Nasi Goreng,1.00,13.00,0.20,1.20,39900.0
Indomie,1.00,13.00,0.20,1.20,26900.0
Bakso ayam,1.00,13.00,0.20,1.20,36900.0
Sate,1.00,13.00,0.20,1.20,40900.0
Rendang,1.00,13.00,0.20,1.20,49900.0
Sayur lodeh,1.00,13.00,0.20,1.20,38900.0
Gado Gado,1.00,13.00,0.20,1.20,37900.0
Rawon,1.00,13.00,0.20,1.20,44900.0
Ketoprak,1.00,13.00,0.20,1.20,37400.0
Siomay,1.00,13.00,0.20,1.20,33900.0
Nasi Goreng,1.20,13.00,0.20,1.20,40100.0
Indomie,1.20,13.00,0.20,1.20,27100.0
Bakso ayam,1.20,13.00,0.20,1.20,37100.0
Sate,1.20,13.00,0.20,1.20,41100.0
Rendang,1.20,13.00,0.20,1.20,50100.0
Sayur lodeh,1.20,13.00,0.20,1.20,39100.0
Gado Gado,1.20,13.00,0.20,1.20,38100.0
Rawon,1.20,13.00,0.20,1.20,45100.0
Ketoprak,1.20,13.00,0.20,1.20,37600.0
Siomay,1.20,13.00,0.20,1.20,34100.0
Nasi Goreng,1.40,13.00,0.20,1.20,40300.0
Indomie,1.40,13.00,0.20,1.20,27300.0
Bakso ayam,1.40,13.00,0.20,1.20,37300.0
Sate,1.40,13.00,0.20,1.20,41300.0
Rendang,1.40,13.00,0.20,1.20,50300.0
Sayur lodeh,1.40,13.00,0.20,1.20,39300.0
Gado Gado,1.40,13.00,0.20,1.20,38300.0
Rawon,1.40,13.00,0.20,1.20,45300.0
Ketoprak,1.40,13.00,0.20,1.20,37800.0
Siomay,1.40,13.00,0.20,1.20,34300.0
Nasi Goreng,1.60,13.00,0.20,1.20,40500.0
Indomie,1.60,13.00,0.20,1.20,27500.0
Bakso ayam,1.60,13.00,0.20,1.20,37500.0
Sate,1.60,13.00,0.20,1.20,41500.0
Rendang,1.60,13.00,0.20,1.20,50500.0
Sayur lodeh,1.60,13.00,0.20,1.20,39500.0
Gado Gado,1.60,13.00,0.20,1.20,38500.0
Rawon,1.60,13.00,0.20,1.20,45500.0
Ketoprak,1.60,13.00,0.20,1.20,38000.0
Siomay,1.60,13.00,0.20,1.20,34500.0
Nasi Goreng,1.80,13.00,0.20,1.20,40700.0
Indomie,1.80,13.00,0.20,1.20,27700.0
Bakso ayam,1.80,13.00,0.20,1.20,37700.0
Sate,1.80,13.00,0.20,1.20,41700.0
Rendang,1.80,13.00,0.20,1.20,50700.0
Sayur lodeh,1.80,13.00,0.20,1.20,39700.0
Gado Gado,1.80,13.00,0.20,1.20,38700.0
Rawon,1.80,13.00,0.20,1.20,45700.0
Ketoprak,1.80,13.00,0.20,1.20,38200.0
Siomay,1.80,13.00,0.20,1.20,34700.0
Nasi Goreng,2.00,13.00,0.20,1.20,40900.0
Indomie,2.00,13.00,0.20,1.20,27900.0
Bakso ayam,2.00,13.00,0.20,1.20,37900.0
Sate,2.00,13.00,0.20,1.20,41900.0
Rendang,2.00,13.00,0.20,1.20,50900.0
Sayur lodeh,2.00,13.00,0.20,1.20,39900.0
Gado Gado,2.00,13.00,0.20,1.20,38900.0
Rawon,2.00,13.00,0.20,1.20,45900.0
Ketoprak,2.00,13.00,0.20,1.20,38400.0
Siomay,2.00,13.00,0.20,1.20,34900.0
Nasi Goreng,2.20,13.00,0.20,1.20,41100.0
Indomie,2.20,13.00,0.20,1.20,28100.0
Bakso ayam,2.20,13.00,0.20,1.20,38100.0
Sate,2.20,13.00,0.20,1.20,42100.0
Rendang,2.20,13.00,0.20,1.20,51100.0
Sayur lodeh,2.20,13.00,0.20,1.20,40100.0
Gado Gado,2.20,13.00,0.20,1.20,39100.0
Rawon,2.20,13.00,0.20,1.20,46100.0
Ketoprak,2.20,13.00,0.20,1.20,38600.0
Siomay,2.20,13.00,0.20,1.20,35100.0
Nasi Goreng,2.40,13.00,0.20,1.20,41300.0
Indomie,2.40,13.00,0.20,1.20,28300.0
Bakso ayam,2.40,13.00,0.20,1.20,38300.0
Sate,2.40,13.00,0.20,1.20,42300.0
Rendang,2.40,13.00,0.20,1.20,51300.0
Sayur lodeh,2.40,13.00,0.20,1.20,40300.0
Gado Gado,2.40,13.00,0.20,1.20,39300.0
Rawon,2.40,13.00,0.20,1.20,46300.0
Ketoprak,2.40,13.00,0.20,1.20,38800.0
Siomay,2.40,13.00,0.20,1.20,35300.0
Nasi Goreng,2.60,13.00,0.20,1.20,41500.0
Indomie,2.60,13.00,0.20,1.20,28500.0
Bakso ayam,2.60,13.00,0.20,1.20,38500.0
Sate,2.60,13.00,0.20,1.20,42500.0
Rendang,2.60,13.00,0.20,1.20,51500.0
Sayur lodeh,2.60,13.00,0.20,1.20,40500.0
Gado Gado,2.60,13.00,0.20,1.20,39500.0
Rawon,2.60,13.00,0.20,1.20,46500.0
Ketoprak,2.60,13.00,0.20,1.20,39000.0
Siomay,2.60,13.00,0.20,1.20,35500.0
Nasi Goreng,0.80,14.50,0.20,1.20,41050.0
Indomie,0.80,14.50,0.20,1.20,28050.0
Bakso ayam,0.80,14.50,0.20,1.20,38050.0
Sate,0.80,14.50,0.20,1.20,42050.0
Rendang,0.80,14.50,0.20,1.20,51050.0
Sayur lodeh,0.80,14.50,0.20,1.20,40050.0
Gado Gado,0.80,14.50,0.20,1.20,39050.0
Rawon,0.80,14.50,0.20,1.20,46050.0
Ketoprak,0.80,14.50,0.20,1.20,38550.0
Siomay,0.80,14.50,0.20,1.20,35050.0
Nasi Goreng,1.00,14.50,0.20,1.20,41250.0
Indomie,1.00,14.50,0.20,1.20,28250.0
Bakso ayam,1.00,14.50,0.20,1.20,38250.0
Sate,1.00,14.50,0.20,1.20,42250.0
Rendang,1.00,14.50,0.20,1.20,51250.0
Sayur lodeh,1.00,14.50,0.20,1.20,40250.0
Gado Gado,1.00,14.50,0.20,1.20,39250.0
Rawon,1.00,14.50,0.20,1.20,46250.0
Ketoprak,1.00,14.50,0.20,1.20,38750.0
Siomay,1.00,14.50,0.20,1.20,35250.0
Nasi Goreng,1.20,14.50,0.20,1.20,41450.0
Indomie,1.20,14.50,0.20,1.20,28450.0
Bakso ayam,1.20,14.50,0.20,1.20,38450.0
Sate,1.20,14.50,0.20,1.20,42450.0
Rendang,1.20,14.50,0.20,1.20,51450.0
Sayur lodeh,1.20,14.50,0.20,1.20,40450.0
Gado Gado,1.20,14.50,0.20,1.20,39450.0
Rawon,1.20,14.50,0.20,1.20,46450.0
Ketoprak,1.20,14.50,0.20,1.20,38950.0
Siomay,1.20,14.50,0.20,1.20,35450.0
Nasi Goreng,1.40,14.50,0.20,1.20,41650.0
Indomie,1.40,14.50,0.20,1.20,28650.0
Bakso ayam,1.40,14.50,0.20,1.20,38650.0
Sate,1.40,14.50,0.20,1.20,42650.0
Rendang,1.40,14.50,0.20,1.20,51650.0
Sayur lodeh,1.40,14.50,0.20,1.20,40650.0
Gado Gado,1.40,14.50,0.20,1.20,39650.0
Rawon,1.40,14.50,0.20,1.20,46650.0
Ketoprak,1.40,14.50,0.20,1.20,39150.0
Siomay,1.40,14.50,0.20,1.20,35650.0
Nasi Goreng,1.60,14.50,0.20,1.20,41850.0
Indomie,1.60,14.50,0.20,1.20,28850.0
Bakso ayam,1.60,14.50,0.20,1.20,38850.0
Sate,1.60,14.50,0.20,1.20,42850.0
Rendang,1.60,14.50,0.20,1.20,51850.0
Sayur lodeh,1.60,14.50,0.20,1.20,40850.0
Gado Gado,1.60,14.50,0.20,1.20,39850.0
Rawon,1.60,14.50,0.20,1.20,46850.0
Ketoprak,1.60,14.50,0.20,1.20,39350.0
Siomay,1.60,14.50,0.20,1.20,35850.0
Nasi Goreng,1.80,14.50,0.20,1.20,42050.0
Indomie,1.80,14.50,0.20,1.20,29050.0
Bakso ayam,1.80,14.50,0.20,1.20,39050.0
Sate,1.80,14.50,0.20,1.20,43050.0
Rendang,1.80,14.50,0.20,1.20,52050.0
Sayur lodeh,1.80,14.50,0.20,1.20,41050.0
Gado Gado,1.80,14.50,0.20,1.20,40050.0
Rawon,1.80,14.50,0.20,1.20,47050.0
Ketoprak,1.80,14.50,0.20,1.20,39550.0
Siomay,1.80,14.50,0.20,1.20,36050.0
Nasi Goreng,2.00,14.50,0.20,1.20,42250.0
Indomie,2.00,14.50,0.20,1.20,29250.0
Bakso ayam,2.00,14.50,0.20,1.20,39250.0
Sate,2.00,14.50,0.20,1.20,43250.0
Rendang,2.00,14.50,0.20,1.20,52250.0
Sayur lodeh,2.00,14.50,0.20,1.20,41250.0
Gado Gado,2.00,14.50,0.20,1.20,40250.0
Rawon,2.00,14.50,0.20,1.20,47250.0
Ketoprak,2.00,14.50,0.20,1.20,39750.0
Siomay,2.00,14.50,0.20,1.20,36250.0
Nasi Goreng,2.20,14.50,0.20,1.20,42450.0
Indomie,2.20,14.50,0.20,1.20,29450.0
Bakso ayam,2.20,14.50,0.20,1.20,39450.0
Sate,2.20,14.50,0.20,1.20,43450.0
Rendang,2.20,14.50,0.20,1.20,52450.0
Sayur lodeh,2.20,14.50,0.20,1.20,41450.0
Gado Gado,2.20,14.50,0.20,1.20,40450.0
Rawon,2.20,14.50,0.20,1.20,47450.0
Ketoprak,2.20,14.50,0.20,1.20,39950.0
Siomay,2.20,14.50,0.20,1.20,36450.0
Nasi Goreng,2.40,14.50,0.20,1.20,42650.0
Indomie,2.40,14.50,0.20,1.20,29650.0
Bakso ayam,2.40,14.50,0.20,1.20,39650.0
Sate,2.40,14.50,0.20,1.20,43650.0
Rendang,2.40,14.50,0.20,1.20,52650.0
Sayur lodeh,2.40,14.50,0.20,1.20,41650.0
Gado Gado,2.40,14.50,0.20,1.20,40650.0
Rawon,2.40,14.50,0.20,1.20,47650.0
Ketoprak,2.40,14.50,0.20,1.20,40150.0
Siomay,2.40,14.50,0.20,1.20,36650.0
Nasi Goreng,2.60,14.50,0.20,1.20,42850.0
Indomie,2.60,14.50,0.20,1.20,29850.0
Bakso ayam,2.60,14.50,0.20,1.20,39850.0
Sate,2.60,14.50,0.20,1.20,43850.0
Rendang,2.60,14.50,0.20,1.20,52850.0
Sayur lodeh,2.60,14.50,0.20,1.20,41850.0
Gado Gado,2.60,14.50,0.20,1.20,40850.0
Rawon,2.60,14.50,0.20,1.20,47850.0
Ketoprak,2.60,14.50,0.20,1.20,40350.0
Siomay,2.60,14.50,0.20,1.20,36850.0
Nasi Goreng,0.80,1.00,0.35,1.20,29050.0
Indomie,0.80,1.00,0.35,1.20,16050.0
Bakso ayam,0.80,1.00,0.35,1.20,26050.0
Sate,0.80,1.00,0.35,1.20,30050.0
Rendang,0.80,1.00,0.35,1.20,39050.0
Sayur lodeh,0.80,1.00,0.35,1.20,28050.0
Gado Gado,0.80,1.00,0.35,1.20,27050.0
Rawon,0.80,1.00,0.35,1.20,34050.0
Ketoprak,0.80,1.00,0.35,1.20,26550.0
Siomay,0.80,1.00,0.35,1.20,23050.0
Nasi Goreng,1.00,1.00,0.35,1.20,29250.0
Indomie,1.00,1.00,0.35,1.20,16250.0
Bakso ayam,1.00,1.00,0.35,1.20,26250.0
Sate,1.00,1.00,0.35,1.20,30250.0
Rendang,1.00,1.00,0.35,1.20,39250.0
Sayur lodeh,1.00,1.00,0.35,1.20,28250.0
Gado Gado,1.00,1.00,0.35,1.20,27250.0
Rawon,1.00,1.00,0.35,1.20,34250.0
Ketoprak,1.00,1.00,0.35,1.20,26750.0
Siomay,1.00,1.00,0.35,1.20,23250.0
Nasi Goreng,1.20,1.00,0.35,1.20,29450.0
Indomie,1.20,1.00,0.35,1.20,16450.0
Bakso ayam,1.20,1.00,0.35,1.20,26450.0
Sate,1.20,1.00,0.35,1.20,30450.0
Rendang,1.20,1.00,0.35,1.20,39450.0
Sayur lodeh,1.20,1.00,0.35,1.20,28450.0
Gado Gado,1.20,1.00,0.35,1.20,27450.0
Rawon,1.20,1.00,0.35,1.20,34450.0
Ketoprak,1.20,1.00,0.35,1.20,26950.0
Siomay,1.20,1.00,0.35,1.20,23450.0
Nasi Goreng,1.40,1.00,0.35,1.20,29650.0
Indomie,1.40,1.00,0.35,1.20,16650.0
Bakso ayam,1.40,1.00,0.35,1.20,26650.0
Sate,1.40,1.00,0.35,1.20,30650.0
Rendang,1.40,1.00,0.35,1.20,39650.0
Sayur lodeh,1.40,1.00,0.35,1.20,28650.0
Gado Gado,1.40,1.00,0.35,1.20,27650.0
Rawon,1.40,1.00,0.35,1.20,34650.0
Ketoprak,1.40,1.00,0.35,1.20,27150.0
Siomay,1.40,1.00,0.35,1.20,23650.0
Nasi Goreng,1.60,1.00,0.35,1.20,29850.0
Indomie,1.60,1.00,0.35,1.20,16850.0
Bakso ayam,1.60,1.00,0.35,1.20,26850.0
Sate,1.60,1.00,0.35,1.20,30850.0
Rendang,1.60,1.00,0.35,1.20,39850.0
Sayur lodeh,1.60,1.00,0.35,1.20,28850.0
Gado Gado,1.60,1.00,0.35,1.20,27850.0
Rawon,1.60,1.00,0.35,1.20,34850.0
Ketoprak,1.60,1.00,0.35,1.20,27350.0
Siomay,1.60,1.00,0.35,1.20,23850.0
Nasi Goreng,1.80,1.00,0.35,1.20,30050.0
Indomie,1.80,1.00,0.35,1.20,17050.0
Bakso ayam,1.80,1.00,0.35,1.20,27050.0
Sate,1.80,1.00,0.35,1.20,31050.0
Rendang,1.80,1.00,0.35,1.20,40050.0
Sayur lodeh,1.80,1.00,0.35,1.20,29050.0
Gado Gado,1.80,1.00,0.35,1.20,28050.0
Rawon,1.80,1.00,0.35,1.20,35050.0
Ketoprak,1.80,1.00,0.35,1.20,27550.0
Siomay,1.80,1.00,0.35,1.20,24050.0
Nasi Goreng,2.00,1.00,0.35,1.20,30250.0
Indomie,2.00,1.00,0.35,1.20,17250.0
Bakso ayam,2.00,1.00,0.35,1.20,27250.0
Sate,2.00,1.00,0.35,1.20,31250.0
Rendang,2.00,1.00,0.35,1.20,40250.0
Sayur lodeh,2.00,1.00,0.35,1.20,29250.0
Gado Gado,2.00,1.00,0.35,1.20,28250.0
Rawon,2.00,1.00,0.35,1.20,35250.0
Ketoprak,2.00,1.00,0.35,1.20,27750.0
Siomay,2.00,1.00,0.35,1.20,24250.0
Nasi Goreng,2.20,1.00,0.35,1.20,30450.0
Indomie,2.20,1.00,0.35,1.20,17450.0
Bakso ayam,2.20,1.00,0.35,1.20,27450.0
Sate,2.20,1.00,0.35,1.20,31450.0
Rendang,2.20,1.00,0.35,1.20,40450.0
Sayur lodeh,2.20,1.00,0.35,1.20,29450.0
Gado Gado,2.20,1.00,0.35,1.20,28450.0
Rawon,2.20,1.00,0.35,1.20,35450.0
Ketoprak,2.20,1.00,0.35,1.20,27950.0
Siomay,2.20,1.00,0.35,1.20,24450.0
Nasi Goreng,2.40,1.00,0.35,1.20,30650.0
Indomie,2.40,1.00,0.35,1.20,17650.0
Bakso ayam,2.40,1.00,0.35,1.20,27650.0
Sate,2.40,1.00,0.35,1.20,31650.0
Rendang,2.40,1.00,0.35,1.20,40650.0
Sayur lodeh,2.40,1.00,0.35,1.20,29650.0
Gado Gado,2.40,1.00,0.35,1.20,28650.0
Rawon,2.40,1.00,0.35,1.20,35650.0
Ketoprak,2.40,1.00,0.35,1.20,28150.0
Siomay,2.40,1.00,0.35,1.20,24650.0
Nasi Goreng,2.60,1.00,0.35,1.20,30850.0
Indomie,2.60,1.00,0.35,1.20,17850.0
Bakso ayam,2.60,1.00,0.35,1.20,27850.0
Sate,2.60,1.00,0.35,1.20,31850.0
Rendang,2.60,1.00,0.35,1.20,40850.0
Sayur lodeh,2.60,1.00,0.35,1.20,29850.0
Gado Gado,2.60,1.00,0.35,1.20,28850.0
Rawon,2.60,1.00,0.35,1.20,35850.0
Ketoprak,2.60,1.00,0.35,1.20,28350.0
Siomay,2.60,1.00,0.35,1.20,24850.0
Nasi Goreng,0.80,2.50,0.35,1.20,30400.0
Indomie,0.80,2.50,0.35,1.20,17400.0
Bakso ayam,0.80,2.50,0.35,1.20,27400.0
Sate,0.80,2.50,0.35,1.20,31400.0
Rendang,0.80,2.50,0.35,1.20,40400.0
Sayur lodeh,0.80,2.50,0.35,1.20,29400.0
Gado Gado,0.80,2.50,0.35,1.20,28400.0
Rawon,0.80,2.50,0.35,1.20,35400.0
Ketoprak,0.80,2.50,0.35,1.20,27900.0
Siomay,0.80,2.50,0.35,1.20,24400.0
Nasi Goreng,1.00,2.50,0.35,1.20,30600.0
Indomie,1.00,2.50,0.35,1.20,17600.0
Bakso ayam,1.00,2.50,0.35,1.20,27600.0
Sate,1.00,2.50,0.35,1.20,31600.0
Rendang,1.00,2.50,0.35,1.20,40600.0
Sayur lodeh,1.00,2.50,0.35,1.20,29600.0
Gado Gado,1.00,2.50,0.35,1.20,28600.0
Rawon,1.00,2.50,0.35,1.20,35600.0
Ketoprak,1.00,2.50,0.35,1.20,28100.0
Siomay,1.00,2.50,0.35,1.20,24600.0
Nasi Goreng,1.20,2.50,0.35,1.20,30800.0
Indomie,1.20,2.50,0.35,1.20,17800.0
Bakso ayam,1.20,2.50,0.35,1.20,27800.0
Sate,1.20,2.50,0.35,1.20,31800.0
Rendang,1.20,2.50,0.35,1.20,40800.0
Sayur lodeh,1.20,2.50,0.35,1.20,29800.0
Gado Gado,1.20,2.50,0.35,1.20,28800.0
Rawon,1.20,2.50,0.35,1.20,35800.0
Ketoprak,1.20,2.50,0.35,1.20,28300.0
Siomay,1.20,2.50,0.35,1.20,24800.0
Nasi Goreng,1.40,2.50,0.35,1.20,31000.0
Indomie,1.40,2.50,0.35,1.20,18000.0
Bakso ayam,1.40,2.50,0.35,1.20,28000.0
Sate,1.40,2.50,0.35,1.20,32000.0
Rendang,1.40,2.50,0.35,1.20,41000.0
Sayur lodeh,1.40,2.50,0.35,1.20,30000.0
Gado Gado,1.40,2.50,0.35,1.20,29000.0
Rawon,1.40,2.50,0.35,1.20,36000.0
Ketoprak,1.40,2.50,0.35,1.20,28500.0
Siomay,1.40,2.50,0.35,1.20,25000.0
Nasi Goreng,1.60,2.50,0.35,1.20,31200.0
Indomie,1.60,2.50,0.35,1.20,18200.0
Bakso ayam,1.60,2.50,0.35,1.20,28200.0
Sate,1.60,2.50,0.35,1.20,32200.0
Rendang,1.60,2.50,0.35,1.20,41200.0
Sayur lodeh,1.60,2.50,0.35,1.20,30200.0
Gado Gado,1.60,2.50,0.35,1.20,29200.0
Rawon,1.60,2.50,0.35,1.20,36200.0
Ketoprak,1.60,2.50,0.35,1.20,28700.0
Siomay,1.60,2.50,0.35,1.20,25200.0
Nasi Goreng,1.80,2.50,0.35,1.20,31400.0
Indomie,1.80,2.50,0.35,1.20,18400.0
Bakso ayam,1.80,2.50,0.35,1.20,28400.0
Sate,1.80,2.50,0.35,1.20,32400.0
Rendang,1.80,2.50,0.35,1.20,41400.0
Sayur lodeh,1.80,2.50,0.35,1.20,30400.0
Gado Gado,1.80,2.50,0.35,1.20,29400.0
Rawon,1.80,2.50,0.35,1.20,36400.0
Ketoprak,1.80,2.50,0.35,1.20,28900.0
Siomay,1.80,2.50,0.35,1.20,25400.0
Nasi Goreng,2.00,2.50,0.35,1.20,31600.0
Indomie,2.00,2.50,0.35,1.20,18600.0
Bakso ayam,2.00,2.50,0.35,1.20,28600.0
Sate,2.00,2.50,0.35,1.20,32600.0
Rendang,2.00,2.50,0.35,1.20,41600.0
Sayur lodeh,2.00,2.50,0.35,1.20,30600.0
Gado Gado,2.00,2.50,0.35,1.20,29600.0
Rawon,2.00,2.50,0.35,1.20,36600.0
Ketoprak,2.00,2.50,0.35,1.20,29100.0
Siomay,2.00,2.50,0.35,1.20,25600.0
Nasi Goreng,2.20,2.50,0.35,1.20,31800.0
Indomie,2.20,2.50,0.35,1.20,18800.0
Bakso ayam,2.20,2.50,0.35,1.20,28800.0
Sate,2.20,2.50,0.35,1.20,32800.0
Rendang,2.20,2.50,0.35,1.20,41800.0
Sayur lodeh,2.20,2.50,0.35,1.20,30800.0
Gado Gado,2.20,2.50,0.35,1.20,29800.0
Rawon,2.20,2.50,0.35,1.20,36800.0
Ketoprak,2.20,2.50,0.35,1.20,29300.0
Siomay,2.20,2.50,0.35,1.20,25800.0
Nasi Goreng,2.40,2.50,0.35,1.20,32000.0
Indomie,2.40,2.50,0.35,1.20,19000.0
Bakso ayam,2.40,2.50,0.35,1.20,29000.0
Sate,2.40,2.50,0.35,1.20,33000.0
Rendang,2.40,2.50,0.35,1.20,42000.0
Sayur lodeh,2.40,2.50,0.35,1.20,31000.0
Gado Gado,2.40,2.50,0.35,1.20,30000.0
Rawon,2.40,2.50,0.35,1.20,37000.0
Ketoprak,2.40,2.50,0.35,1.20,29500.0
Siomay,2.40,2.50,0.35,1.20,26000.0
Nasi Goreng,2.60,2.50,0.35,1.20,32200.0
Indomie,2.60,2.50,0.35,1.20,19200.0
Bakso ayam,2.60,2.50,0.35,1.20,29200.0
Sate,2.60,2.50,0.35,1.20,33200.0
Rendang,2.60,2.50,0.35,1.20,42200.0
Sayur lodeh,2.60,2.50,0.35,1.20,31200.0
Gado Gado,2.60,2.50,0.35,1.20,30200.0
Rawon,2.60,2.50,0.35,1.20,37200.0
Ketoprak,2.60,2.50,0.35,1.20,29700.0
Siomay,2.60,2.50,0.35,1.20,26200.0
Nasi Goreng,0.80,4.00,0.35,1.20,31750.0
Indomie,0.80,4.00,0.35,1.20,18750.0
Bakso ayam,0.80,4.00,0.35,1.20,28750.0
Sate,0.80,4.00,0.35,1.20,32750.0
Rendang,0.80,4.00,0.35,1.20,41750.0
Sayur lodeh,0.80,4.00,0.35,1.20,30750.0
Gado Gado,0.80,4.00,0.35,1.20,29750.0
Rawon,0.80,4.00,0.35,1.20,36750.0
Ketoprak,0.80,4.00,0.35,1.20,29250.0
Siomay,0.80,4.00,0.35,1.20,25750.0
Nasi Goreng,1.00,4.00,0.35,1.20,31950.0
Indomie,1.00,4.00,0.35,1.20,18950.0
Bakso ayam,1.00,4.00,0.35,1.20,28950.0
Sate,1.00,4.00,0.35,1.20,32950.0
Rendang,1.00,4.00,0.35,1.20,41950.0
Sayur lodeh,1.00,4.00,0.35,1.20,30950.0
Gado Gado,1.00,4.00,0.35,1.20,29950.0
Rawon,1.00,4.00,0.35,1.20,36950.0
Ketoprak,1.00,4.00,0.35,1.20,29450.0
Siomay,1.00,4.00,0.35,1.20,25950.0
Nasi Goreng,1.20,4.00,0.35,1.20,32150.0
Indomie,1.20,4.00,0.35,1.20,19150.0
Bakso ayam,1.20,4.00,0.35,1.20,29150.0
Sate,1.20,4.00,0.35,1.20,33150.0
Rendang,1.20,4.00,0.35,1.20,42150.0
Sayur lodeh,1.20,4.00,0.35,1.20,31150.0
Gado Gado,1.20,4.00,0.35,1.20,30150.0
Rawon,1.20,4.00,0.35,1.20,37150.0
Ketoprak,1.20,4.00,0.35,1.20,29650.0
Siomay,1.20,4.00,0.35,1.20,26150.0
Nasi Goreng,1.40,4.00,0.35,1.20,32350.0
Indomie,1.40,4.00,0.35,1.20,19350.0
Bakso ayam,1.40,4.00,0.35,1.20,29350.0
Sate,1.40,4.00,0.35,1.20,33350.0
Rendang,1.40,4.00,0.35,1.20,42350.0
Sayur lodeh,1.40,4.00,0.35,1.20,31350.0
Gado Gado,1.40,4.00,0.35,1.20,30350.0
Rawon,1.40,4.00,0.35,1.20,37350.0
Ketoprak,1.40,4.00,0.35,1.20,29850.0
Siomay,1.40,4.00,0.35,1.20,26350.0
Nasi Goreng,1.60,4.00,0.35,1.20,32550.0
Indomie,1.60,4.00,0.35,1.20,19550.0
Bakso ayam,1.60,4.00,0.35,1.20,29550.0
Sate,1.60,4.00,0.35,1.20,33550.0
Rendang,1.60,4.00,0.35,1.20,42550.0
Sayur lodeh,1.60,4.00,0.35,1.20,31550.0
Gado Gado,1.60,4.00,0.35,1.20,30550.0
Rawon,1.60,4.00,0.35,1.20,37550.0
Ketoprak,1.60,4.00,0.35,1.20,30050.0
Siomay,1.60,4.00,0.35,1.20,26550.0
Nasi Goreng,1.80,4.00,0.35,1.20,32750.0
Indomie,1.80,4.00,0.35,1.20,19750.0
Bakso ayam,1.80,4.00,0.35,1.20,29750.0
Sate,1.80,4.00,0.35,1.20,33750.0
Rendang,1.80,4.00,0.35,1.20,42750.0
Sayur lodeh,1.80,4.00,0.35,1.20,31750.0
Gado Gado,1.80,4.00,0.35,1.20,30750.0
Rawon,1.80,4.00,0.35,1.20,37750.0
Ketoprak,1.80,4.00,0.35,1.20,30250.0
Siomay,1.80,4.00,0.35,1.20,26750.0
Nasi Goreng,2.00,4.00,0.35,1.20,32950.0
Indomie,2.00,4.00,0.35,1.20,19950.0
Bakso ayam,2.00,4.00,0.35,1.20,29950.0
Sate,2.00,4.00,0.35,1.20,33950.0
Rendang,2.00,4.00,0.35,1.20,42950.0
Sayur lodeh,2.00,4.00,0.35,1.20,31950.0
Gado Gado,2.00,4.00,0.35,1.20,30950.0
Rawon,2.00,4.00,0.35,1.20,37950.0
Ketoprak,2.00,4.00,0.35,1.20,30450.0
Siomay,2.00,4.00,0.35,1.20,26950.0
Nasi Goreng,2.20,4.00,0.35,1.20,33150.0
Indomie,2.20,4.00,0.35,1.20,20150.0
Bakso ayam,2.20,4.00,0.35,1.20,30150.0
Sate,2.20,4.00,0.35,1.20,34150.0
Rendang,2.20,4.00,0.35,1.20,43150.0
Sayur lodeh,2.20,4.00,0.35,1.20,32150.0
Gado Gado,2.20,4.00,0.35,1.20,31150.0
Rawon,2.20,4.00,0.35,1.20,38150.0
Ketoprak,2.20,4.00,0.35,1.20,30650.0
Siomay,2.20,4.00,0.35,1.20,27150.0
Nasi Goreng,2.40,4.00,0.35,1.20,33350.0
Indomie,2.40,4.00,0.35,1.20,20350.0
Bakso ayam,2.40,4.00,0.35,1.20,30350.0
Sate,2.40,4.00,0.35,1.20,34350.0
Rendang,2.40,4.00,0.35,1.20,43350.0
Sayur lodeh,2.40,4.00,0.35,1.20,32350.0
Gado Gado,2.40,4.00,0.35,1.20,31350.0
Rawon,2.40,4.00,0.35,1.20,38350.0
Ketoprak,2.40,4.00,0.35,1.20,30850.0
Siomay,2.40,4.00,0.35,1.20,27350.0
Nasi Goreng,2.60,4.00,0.35,1.20,33550.0
Indomie,2.60,4.00,0.35,1.20,20550.0
Bakso ayam,2.60,4.00,0.35,1.20,30550.0
Sate,2.60,4.00,0.35,1.20,34550.0
Rendang,2.60,4.00,0.35,1.20,43550.0
Sayur lodeh,2.60,4.00,0.35,1.20,32550.0
Gado Gado,2.60,4.00,0.35,1.20,31550.0
